# stabmouse-recording v1
# device	Mad Catz Global Mad Catz R.A.T. 8+ADV
# dpi	1600
# t_us	dx	dy	down
1785376849069323	0	2	0
1785376849070324	1	1	0
1785376849071324	0	2	0
1785376849072323	1	1	0
1785376849073323	0	2	0
1785376849074325	1	1	0
1785376849075324	0	2	0
1785376849076324	1	1	0
1785376849077323	0	2	0
1785376849078324	0	1	0
1785376849079324	1	3	0
1785376849080324	0	1	0
1785376849081324	1	1	0
1785376849082323	0	2	0
1785376849083324	0	1	0
1785376849084323	2	2	0
1785376849085324	0	1	0
1785376849086323	0	2	0
1785376849087325	1	1	0
1785376849088323	0	1	0
1785376849089323	0	1	0
1785376849090324	1	2	0
1785376849091323	0	1	0
1785376849092324	0	1	0
1785376849093325	0	2	0
1785376849094324	1	1	0
1785376849095323	0	1	0
1785376849096323	0	1	0
1785376849097324	0	2	0
1785376849098325	0	1	0
1785376849099323	0	1	0
1785376849100323	1	1	0
1785376849101323	0	1	0
1785376849102324	0	2	0
1785376849103326	0	1	0
1785376849104324	0	1	0
1785376849105324	0	1	0
1785376849106323	1	1	0
1785376849107323	0	1	0
1785376849108324	0	1	0
1785376849109324	0	1	0
1785376849110324	0	1	0
1785376849111324	0	1	0
1785376849112323	0	1	0
1785376849113323	1	1	0
1785376849114325	0	1	0
1785376849115324	0	1	0
1785376849117324	0	1	0
1785376849118324	0	1	0
1785376849119323	0	1	0
1785376849120325	0	1	0
1785376849121324	1	0	0
1785376849122324	0	1	0
1785376849123324	0	1	0
1785376849125326	0	1	0
1785376849127324	0	1	0
1785376849129324	1	1	0
1785376849131325	0	1	0
1785376849133325	0	1	0
1785376849136325	0	1	0
1785376849137325	1	0	0
1785376849141325	0	1	0
1785376849161327	1	0	0
1785376849177328	0	0	1
1785376849304330	0	0	0
1785376849376329	0	1	0
1785376849378328	-1	0	0
1785376849382328	-1	0	0
1785376849383327	0	1	0
1785376849384327	-1	0	0
1785376849386327	-1	0	0
1785376849387328	0	1	0
1785376849388327	-1	0	0
1785376849390326	-1	0	0
1785376849391326	0	2	0
1785376849392327	-1	0	0
1785376849393327	-1	0	0
1785376849394329	-1	1	0
1785376849396327	-2	1	0
1785376849397328	-1	0	0
1785376849399328	-1	1	0
1785376849400326	-1	0	0
1785376849401327	-1	1	0
1785376849402328	-1	0	0
1785376849403328	-1	1	0
1785376849404329	-1	0	0
1785376849405327	-1	1	0
1785376849406328	-2	0	0
1785376849407326	-1	1	0
1785376849408326	-1	0	0
1785376849409330	-1	1	0
1785376849410326	-1	1	0
1785376849411326	-2	0	0
1785376849412327	-1	1	0
1785376849413328	-2	1	0
1785376849414328	-1	1	0
1785376849415327	-2	0	0
1785376849416327	-1	1	0
1785376849417327	-2	1	0
1785376849418327	-2	1	0
1785376849419327	-1	1	0
1785376849420327	-3	0	0
1785376849421328	-2	1	0
1785376849422328	-2	1	0
1785376849423327	-2	1	0
1785376849424327	-2	1	0
1785376849425328	-2	1	0
1785376849426328	-2	1	0
1785376849427327	-2	1	0
1785376849428327	-2	1	0
1785376849429327	-3	1	0
1785376849430330	-2	1	0
1785376849431329	-2	1	0
1785376849432328	-2	1	0
1785376849433327	-3	2	0
1785376849434327	-3	1	0
1785376849435327	-2	1	0
1785376849436327	-3	1	0
1785376849437328	-3	2	0
1785376849438327	-2	1	0
1785376849439327	-3	1	0
1785376849440327	-2	1	0
1785376849441327	-2	1	0
1785376849442329	-3	1	0
1785376849443328	-3	1	0
1785376849444327	-2	1	0
1785376849445328	-4	1	0
1785376849446327	-2	1	0
1785376849447327	-3	2	0
1785376849448329	-3	1	0
1785376849449328	-3	1	0
1785376849450327	-2	1	0
1785376849451327	-3	1	0
1785376849452327	-2	1	0
1785376849453329	-3	1	0
1785376849454328	-2	2	0
1785376849455327	-3	1	0
1785376849456328	-4	1	0
1785376849457327	-2	1	0
1785376849458327	-3	3	0
1785376849459329	-3	1	0
1785376849460328	-2	1	0
1785376849461328	-3	1	0
1785376849462327	-2	1	0
1785376849463327	-3	2	0
1785376849464330	-2	1	0
1785376849465330	-3	1	0
1785376849466327	-2	1	0
1785376849467328	-2	1	0
1785376849468328	-4	2	0
1785376849469328	-3	1	0
1785376849470329	-2	1	0
1785376849471329	-3	1	0
1785376849472328	-2	2	0
1785376849473327	-2	1	0
1785376849474328	-2	1	0
1785376849475329	-3	1	0
1785376849476329	-2	1	0
1785376849477328	-2	2	0
1785376849478328	-2	1	0
1785376849479328	-3	1	0
1785376849480328	-2	1	0
1785376849481328	-3	2	0
1785376849482329	-3	1	0
1785376849483328	-1	2	0
1785376849484329	-2	1	0
1785376849485329	-2	1	0
1785376849486327	-2	1	0
1785376849487329	-2	1	0
1785376849488328	-3	2	0
1785376849489328	-1	1	0
1785376849490328	-2	1	0
1785376849491328	-2	1	0
1785376849492328	-2	1	0
1785376849493329	-2	1	0
1785376849494328	-1	1	0
1785376849495328	-2	1	0
1785376849496328	-2	1	0
1785376849497328	-2	1	0
1785376849498329	-1	1	0
1785376849499328	-2	0	0
1785376849500327	-1	1	0
1785376849501328	-2	1	0
1785376849502328	-1	1	0
1785376849503331	-1	1	0
1785376849504329	-1	1	0
1785376849505328	-1	0	0
1785376849506329	-2	1	0
1785376849507328	-1	1	0
1785376849508328	-1	0	0
1785376849509330	-1	1	0
1785376849510329	-1	1	0
1785376849511328	-1	0	0
1785376849512328	-1	1	0
1785376849513328	-1	1	0
1785376849515331	-1	0	0
1785376849516329	-1	1	0
1785376849518329	-1	2	0
1785376849519328	-1	0	0
1785376849520330	0	1	0
1785376849521330	-1	0	0
1785376849523328	0	1	0
1785376849524327	-1	0	0
1785376849527329	-1	1	0
1785376849535329	0	1	0
1785376849564333	0	0	1
1785376849686338	0	0	0
1785376849739336	-1	0	0
1785376849756336	-2	0	0
1785376849759333	0	1	0
1785376849760332	-1	0	0
1785376849763332	-1	0	0
1785376849765332	0	1	0
1785376849766331	-1	0	0
1785376849767331	-1	0	0
1785376849769333	0	1	0
1785376849770333	-1	0	0
1785376849771331	-1	0	0
1785376849773332	-1	1	0
1785376849774331	-1	0	0
1785376849776333	-1	1	0
1785376849777331	-1	0	0
1785376849778331	-1	0	0
1785376849779332	-1	1	0
1785376849781332	-1	1	0
1785376849782331	-1	0	0
